2c9681f9/6fa2cf12/016f/a379fa21/0029;EL2011144;IB-Tec Prüfservice GmbH;
2c968186/67cbe214/0167/cbf3b732/188a;MED00413;Trifolion Echternach a.s.b.l;""
2c968186/67cbe214/0167/cbf3295f/102d;EL00283;Local Brand X GmbH;
2c969491/84eb70cc/0184/ec9b36a0/344b;BAU221207;Semir Jasarov;Autolackierer
2c9681e7/73e11863/0173/e143079a/0061;MED00994;Leindecker GmbH;
2c968186/67cbe214/0167/cbf38e8e/1607;BAU00581;Biess GmbH;
2c968186/67cbe214/0167/cbf2f67a/0d33;EL000206;IDSM GmbH;""
2c969491/7b80dd38/017b/82221ca2/05c9;EL210910;in.betrieb gGmbH;Gesellschaft für Teilhabe und Integration
2c968105/6be4b5a3/016b/e53a2967/0273;EL2011106;NetCom Sicherheitstechnik GmbH;
2c968186/67cbe214/0167/cbf39f65/1716;BAU2011101;Sonntag Baugesellschaft mbH + Co. KG;Zweigniederlassung Bingen
2c969491/7b61fb62/017b/62a9ca42/02d4;BAU210827;Jörg Josef Diwo;Natursteine Diwo
2c96949d/75f8d7a5/0175/f8de935f/001f;EHG01007;Landhotel Battenheimer Hof;Gesa Nacke GmbH
2c969491/7b860032/017b/864d1c69/0260;EL210916;Technischen Hochschule Bingen;Körperschaft öffentlichen Rechts und
2c9681e7/7259d1cf/0172/59e66360/0065;BAU00982;Grabmale Hauenstein;
2c9681e7/69339485/0169/33958241/003c;MED00450;BSS events Veranstaltungstechnik GmbH;
2c968186/67cbe214/0167/cbf3a958/17b1;ALLG0377;Steinmetzbetrieb Groß;""
2c9694d5/80646b9a/0180/64ccc943/0005;PIC;Picture Colada GmbH;
2c968186/67cbe214/0167/cbf26e64/0532;EHG2011118;SCHLOSS BURGER GmbH;Burger King Mainz Mombach
2c96949d/8a5f3665/018a/5ff459dd/04f1;Autohof;Autohof Wörrstadt;
2c9681ec/6ad42a12/016a/d44ae36e/009a;EHG2011108;Purer Genuss;Inhaberin Christine Jung
2c968186/67cbe214/0167/cbf24571/02ea;ME201137;AWS GmbH;Alzeyer Werkzeugmaschinen Service GmbH
2c968186/67cbe214/0167/cbf2a792/0864;EL201145;Elphotec GmbH;""
2c968186/67cbe214/0167/cbf27837/05be;ALLG0455;Concat AG Geschäftsstelle Mainz;
2c968186/67cbe214/0167/cbf22c1e/0171;EL201155;Andreas-Keim-Heizung-Sanitär-Elektro GmbH;
2c96949b/91a29fc5/0191/b1fdd675/048f;EL552326;SlashDo UG;
2c96949d/8a5f3665/018a/6417e33d/0741;Winzer;Restaurant Winzerhaus;
2c96949d/7b863a1b/017b/865c80d8/00b0;Schuck;Michael Schuck;
2c968186/67cbe214/0167/cbf31c50/0f71;BAU00385;Kratzenberger;Steinmetzbetrieb
2c968186/67cbe214/0167/cbf319fe/0f4c;BAU00536;Kai Philipp Schell;KPS Fliesenfachbetrieb
2c968186/67cbe214/0167/cbf22587/0117;EHG00562;AH Schuckmann GmbH;""
2c968186/67cbe214/0167/cbf38baf/15de;BAU00567;Stefan Safferling;Bildhauer- und Steinmetzmeister
2c96949a/7b5cf90b/017b/5e1d9ec3/031d;ME84930;Duran Produktions GmbH & Co. KG;
2c968186/67cbe214/0167/cbf25d2e/043c;ALLG201104;Bericap GmbH & Co KG;""
2c9681ec/6b6e479f/016b/6eed7263/028c;BAU00910;Zimmerei Holzbau Ingo Ulrich;
2c968186/67cbe214/0167/cbf3087b/0e53;BAU00489;Jörg Gross GmbH;Zimmerei/Bedachungen
2c96949d/7591f443/0175/921cbc46/001f;BAU01012;Roland Birmele;Steinmetz- & Bildhauermeister
2c9681e7/7085428a/0170/85d85df1/00ab;EHG00972;Arbeitskreis für Aus.- und Weiterbildung;
2c969491/8ab6a259/018a/bbe8604f/03d1;BAU230923;Duttenhöfer Tiefbau GmbH;
2c968186/67cbe214/0167/cbf2ffef/0dcd;EL201114;Intertronic IT GmbH;""
2c96949a/7b62522a/017b/62884ffe/008d;ME68494;Anhänger Vertrieb und Verleih;KFZ-Service
2c968186/67cbe214/0167/cbf264c0/04a6;EL000166;Bischöfliches Ordinariat Mainz (Erbacher Hof);
2c968186/67cbe214/0167/cbf3a205/173d;BAU00342;Staatstheater Mainz GmbH;
2c968186/67cbe214/0167/cbf23380/01dd;MED00007;Audio Service Rheinland;Daniel Ecker
2c9681e9/6c6577a9/016c/66194546/029d;EL2011152;Arnold Krost Elektro Installation e.K.;
2c968186/67cbe214/0167/cbf2cceb/0a9e;BAU00153;Friedrich Gerloff;""
2c9681f6/6c99cb67/016c/99dae3a5/002f;EL2011110;Landeskriminalamt Rheinland-Pfalz;
